location,area_sqft,resale,no_of_bedrooms,nearby_school_1km,nearby_hospital_1km,nearby_mall_1km,nearby_gym_1km,swimmingpool,rainwaterharvesting,sportsfacility,powerbackup,carparking,childrens_playarea,liftavailable,price
egmore,2555,0,4,0,0,0,1,0,0,0,1,0,0,1,56100000.0
egmore,1660,0,3,0,0,0,1,0,0,0,1,0,0,1,52600000.0
raja annamalai puram,2610,0,3,0,0,0,1,0,0,0,1,0,0,1,75700000.0
raja annamalai puram,2450,0,3,0,0,0,1,0,0,0,1,0,0,1,48400000.0
raja annamalai puram,3225,0,4,0,0,0,1,0,0,0,1,0,0,1,51600000.0
raja annamalai puram,2255,0,3,0,0,0,1,0,0,0,1,0,0,1,47300000.0
raja annamalai puram,2400,0,3,0,0,0,1,0,0,0,1,0,0,1,16700000.0
raja annamalai puram,2200,0,3,0,0,0,1,0,0,0,1,0,0,1,18200000.0
korattur,2226,0,3,0,0,0,1,0,0,0,1,0,0,1,17900000.0
korattur,2436,0,3,0,0,0,1,0,0,0,1,0,0,1,9764000.0
korattur,2392,0,3,0,0,0,1,0,0,0,1,0,0,1,6200000.0
korattur,1336,0,3,0,0,0,1,0,0,0,1,0,0,1,18100000.0
thoraipakkam,708,0,2,0,0,0,1,0,0,0,1,0,0,1,6400000.0
thoraipakkam,1720,0,3,0,0,0,1,0,0,0,1,0,0,1,16100000.0
thoraipakkam,734,0,2,0,0,0,1,0,0,0,1,0,0,1,16700000.0
thoraipakkam,1576,0,2,0,0,0,1,0,0,0,1,0,0,1,13400000.0
thoraipakkam,1636,0,2,0,0,0,1,0,0,0,1,0,0,1,3490999.0
thoraipakkam,1296,0,2,0,0,0,1,0,0,0,1,0,0,1,3285000.0
selaiyur,930,0,2,0,0,0,1,0,0,0,1,0,0,1,3619000.0
selaiyur,876,0,2,0,0,0,1,0,0,0,1,0,0,1,2835000.0
madambakkam,742,0,2,0,0,0,1,0,0,0,1,0,0,1,8500000.0
madambakkam,654,0,1,0,0,0,1,0,0,0,1,0,0,1,3415000.0
madipakkam,1620,0,3,0,0,0,1,0,0,0,1,0,0,1,3500000.0
sithalapakkam,833,0,2,0,0,0,1,0,0,0,1,0,0,1,7500000.0
keelma nagar,545,0,1,0,0,0,1,0,0,0,1,0,0,1,4438000.0
velachery,1000,0,2,0,0,0,1,0,0,0,1,0,0,1,4114000.0
medavakkam,822,0,2,0,0,0,1,0,0,0,1,0,0,1,4114000.0
medavakkam,763,0,2,0,0,0,1,0,0,0,1,0,0,1,3618000.0
medavakkam,763,0,2,0,0,0,1,0,0,0,1,0,0,1,7441000.0
medavakkam,670,0,1,0,0,0,1,0,0,0,1,0,0,1,7441000.0
madipakkam,1378,0,3,0,0,0,1,0,0,0,1,0,0,1,6647000.0
madipakkam,1378,0,3,0,0,0,1,0,0,0,1,0,0,1,6296000.0
madipakkam,1231,0,3,0,0,0,1,0,0,0,1,0,0,1,5783000.0
madipakkam,1166,0,2,0,0,0,1,0,0,0,1,0,0,1,5157000.0
madipakkam,1071,0,2,0,0,0,1,0,0,0,1,0,0,1,4860000.0
madipakkam,955,0,2,0,0,0,1,0,0,0,1,0,0,1,4676000.0
madipakkam,900,0,2,0,0,0,1,0,0,0,1,0,0,1,4692000.0
madipakkam,866,0,2,0,0,0,1,0,0,0,1,0,0,1,4692000.0
perumbakkam,1173,0,3,0,0,0,1,0,0,0,1,0,0,1,4240000.0
perumbakkam,1173,0,3,0,0,0,1,0,0,0,1,0,0,1,5781000.0
vengaivasal,1060,0,3,0,0,0,1,0,0,0,1,0,0,1,5273000.0
pallikaranai,1230,0,3,0,0,0,1,0,0,0,1,0,0,1,4700000.0
pallikaranai,1122,0,3,0,0,0,1,0,0,0,1,0,0,1,4535000.0
pallikaranai,1000,0,2,0,0,0,1,0,0,0,1,0,0,1,4186999.0
pallikaranai,965,0,2,0,0,0,1,0,0,0,1,0,0,1,3904999.0
pallikaranai,891,0,2,0,0,0,1,0,0,0,1,0,0,1,4331000.0
pallikaranai,831,0,2,0,0,0,1,0,0,0,1,0,0,1,7559999.0
kovilambakkam,833,0,2,0,0,0,1,0,0,0,1,0,0,1,7128000.0
medavakkam,1400,0,3,0,0,0,1,0,0,0,1,0,0,1,6318000.0
medavakkam,1320,0,3,0,0,0,1,0,0,0,1,0,0,1,5508000.0
medavakkam,1170,0,3,0,0,0,1,0,0,0,1,0,0,1,5335000.0
medavakkam,1020,0,3,0,0,0,1,0,0,0,1,0,0,1,4822000.0
medavakkam,988,0,2,0,0,0,1,0,0,0,1,0,0,1,5872000.0
medavakkam,893,0,2,0,0,0,1,0,0,0,1,0,0,1,5482000.0
sunnambu kolathur,1263,0,3,0,0,0,1,0,0,0,1,0,0,1,5017000.0
sunnambu kolathur,1179,0,3,0,0,0,1,0,0,0,1,0,0,1,3864000.0
sunnambu kolathur,1079,0,3,0,0,0,1,0,0,0,1,0,0,1,3332000.0
perumbakkam,966,0,2,0,0,0,1,0,0,0,1,0,0,1,4580000.0
vengaivasal,833,0,2,0,0,0,1,0,0,0,1,0,0,1,2188000.0
sunnambu kolathur,985,0,2,0,0,0,1,0,0,0,1,0,0,1,4491000.0
perumbakkam,522,0,1,0,0,0,1,0,0,0,1,0,0,1,5372000.0
sunnambu kolathur,966,0,2,0,0,0,1,0,0,0,1,0,0,1,4143000.0
medavakkam,1221,0,3,0,0,0,1,0,0,0,1,0,0,1,4840000.0
sunnambu kolathur,891,0,2,0,0,0,1,0,0,0,1,0,0,1,4589000.0
medavakkam,1100,0,3,0,0,0,1,0,0,0,1,0,0,1,4003000.0
medavakkam,1043,0,2,0,0,0,1,0,0,0,1,0,0,1,4331000.0
sunnambu kolathur,861,0,2,0,0,0,1,0,0,0,1,0,0,1,4061000.0
kovilambakkam,833,0,2,0,0,0,1,0,0,0,1,0,0,1,3744000.0
medavakkam,923,0,2,0,0,0,1,0,0,0,1,0,0,1,3392000.0
medavakkam,851,0,2,0,0,0,1,0,0,0,1,0,0,1,2952000.0
medavakkam,771,0,2,0,0,0,1,0,0,0,1,0,0,1,2503000.0
medavakkam,671,0,2,0,0,0,1,0,0,0,1,0,0,1,5145000.0
medavakkam,569,0,1,0,0,0,1,0,0,0,1,0,0,1,4918000.0
nanmangalam,1225,0,3,0,0,0,1,0,0,0,1,0,0,1,4481000.0
nanmangalam,1171,0,3,0,0,0,1,0,0,0,1,0,0,1,4136999.0
nanmangalam,1067,0,3,0,0,0,1,0,0,0,1,0,0,1,3876000.0
nanmangalam,985,0,2,0,0,0,1,0,0,0,1,0,0,1,3636999.0
nanmangalam,923,0,2,0,0,0,1,0,0,0,1,0,0,1,3313000.0
nanmangalam,866,0,2,0,0,0,1,0,0,0,1,0,0,1,2352000.0
nanmangalam,789,0,2,0,0,0,1,0,0,0,1,0,0,1,6139000.0
nanmangalam,560,0,1,0,0,0,1,0,0,0,1,0,0,1,7051000.0
korattur,1253,0,2,0,0,0,1,0,0,0,1,0,0,1,5327000.0
korattur,1439,0,3,0,0,0,1,0,0,0,1,0,0,1,4000000.0
medavakkam,943,0,2,0,0,0,1,0,0,0,1,0,0,1,4200000.0
avadi,935,1,2,0,0,0,1,0,0,0,1,0,0,1,31500000.0
gerugambakkam,910,1,2,0,0,0,1,0,0,0,1,0,0,1,3415000.0
egmore,1850,1,3,0,0,0,1,0,0,0,1,0,0,1,3152000.0
sithalapakkam,833,0,2,0,0,0,1,0,0,0,1,0,0,1,3152000.0
sithalapakkam,769,0,2,0,0,0,1,0,0,0,1,0,0,1,4784000.0
kovilambakkam,920,0,2,0,0,0,1,0,0,0,1,0,0,1,4784000.0
kovilambakkam,920,0,2,0,0,0,1,0,0,0,1,0,0,1,4518000.0
kovilambakkam,869,0,2,0,0,0,1,0,0,0,1,0,0,1,4331000.0
kovilambakkam,833,0,2,0,0,0,1,0,0,0,1,0,0,1,4331000.0
kovilambakkam,833,0,2,0,0,0,1,0,0,0,1,0,0,1,5202000.0
kovilambakkam,833,0,2,0,0,0,1,0,0,0,1,0,0,1,4797000.0
sithalapakkam,1269,0,3,0,0,0,1,0,0,0,1,0,0,1,4797000.0
sithalapakkam,1170,0,3,0,0,0,1,0,0,0,1,0,0,1,4797000.0
sithalapakkam,1170,0,3,0,0,0,1,0,0,0,1,0,0,1,4485000.0
sithalapakkam,1094,0,3,0,0,0,1,0,0,0,1,0,0,1,4485000.0
sithalapakkam,1094,0,3,0,0,0,1,0,0,0,1,0,0,1,4067000.0
sithalapakkam,1094,0,3,0,0,0,1,0,0,0,1,0,0,1,3772000.0
sithalapakkam,992,0,2,0,0,0,1,0,0,0,1,0,0,1,3561999.0
sithalapakkam,920,0,2,0,0,0,1,0,0,0,1,0,0,1,5319000.0
sithalapakkam,869,0,2,0,0,0,1,0,0,0,1,0,0,1,5319000.0
kovilambakkam,1023,0,3,0,0,0,1,0,0,0,1,0,0,1,5038000.0
kovilambakkam,1023,0,3,0,0,0,1,0,0,0,1,0,0,1,5900000.0
kovilambakkam,969,0,2,0,0,0,1,0,0,0,1,0,0,1,4500000.0
sholinganallur,1175,0,2,0,0,0,1,0,0,0,1,0,0,1,5850000.0
kundrathur,909,1,2,0,0,0,1,0,0,0,1,0,0,1,8200000.0
sholinganallur,1155,0,3,0,0,0,1,0,0,0,1,0,0,1,4118000.0
porur,1400,1,3,0,0,0,1,0,0,0,1,0,0,1,3897999.0
perungalathur,936,0,2,0,0,0,1,0,0,0,1,0,0,1,2613000.0
perungalathur,886,0,2,0,0,0,1,0,0,0,1,0,0,1,4237000.0
perungalathur,594,0,2,0,0,0,1,0,0,0,1,0,0,1,15500000.0
perungalathur,963,0,2,0,0,0,1,0,0,0,1,0,0,1,15900000.0
valasaravakkam,1548,0,3,0,0,0,1,0,0,0,1,0,0,1,15600000.0
valasaravakkam,1591,0,3,0,0,0,1,0,0,0,1,0,0,1,15700000.0
valasaravakkam,1563,0,3,0,0,0,1,0,0,0,1,0,0,1,6000000.0
valasaravakkam,1568,0,3,0,0,0,1,0,0,0,1,0,0,1,8108000.0
velachery,887,0,2,0,0,0,1,0,0,0,1,0,0,1,17600000.0
pallikaranai,1243,0,2,0,0,0,1,0,0,0,1,0,0,1,17600000.0
pallikaranai,2712,0,4,0,0,0,1,0,0,0,1,0,0,1,12600000.0
pallikaranai,2712,0,4,0,0,0,1,0,0,0,1,0,0,1,12000000.0
pallikaranai,1944,0,3,0,0,0,1,0,0,0,1,0,0,1,16500000.0
pallikaranai,1922,0,3,0,0,0,1,0,0,0,1,0,0,1,8200000.0
pallikaranai,2691,0,4,0,0,0,1,0,0,0,1,0,0,1,21400000.0
pallikaranai,1255,0,2,0,0,0,1,0,0,0,1,0,0,1,25400000.0
egmore,1341,0,3,0,0,0,1,0,0,0,1,0,0,1,24400000.0
egmore,1591,0,3,0,0,0,1,0,0,0,1,0,0,1,5600000.0
egmore,1526,0,3,0,0,0,1,0,0,0,1,0,0,1,10000000.0
pallikaranai,830,0,2,0,0,0,1,0,0,0,1,0,0,1,10000000.0
madipakkam,1385,0,3,0,0,0,1,0,0,0,1,0,0,1,7800000.0
kilkattalai,1450,0,3,0,0,0,1,0,0,0,1,0,0,1,10000000.0
adambakkam,956,0,2,0,0,0,1,0,0,0,1,0,0,1,6681999.0
madipakkam,1385,0,3,0,0,0,1,0,0,0,1,0,0,1,5350000.0
kovilambakkam,1285,0,3,0,0,0,1,0,0,0,1,0,0,1,5000000.0
kovilambakkam,1028,0,2,0,0,0,1,0,0,0,1,0,0,1,5000000.0
ottiyambakkam,1250,0,3,0,0,0,1,0,0,0,1,0,0,1,5100000.0
madipakkam,823,0,2,0,0,0,1,0,0,0,1,0,0,1,5282000.0
madipakkam,841,0,2,0,0,0,1,0,0,0,1,0,0,1,13400000.0
kilkattalai,915,0,2,0,0,0,1,0,0,0,1,0,0,1,14300000.0
velachery,1536,0,3,0,0,0,1,0,0,0,1,0,0,1,12900000.0
velachery,1639,0,3,0,0,0,1,0,0,0,1,0,0,1,10600000.0
velachery,1475,0,3,0,0,0,1,0,0,0,1,0,0,1,13799999.0
velachery,1217,0,2,0,0,0,1,0,0,0,1,0,0,1,10000000.0
velachery,1582,0,3,0,0,0,1,0,0,0,1,0,0,1,10700000.0
velachery,1147,0,2,0,0,0,1,0,0,0,1,0,0,1,14000000.0
velachery,1234,0,2,0,0,0,1,0,0,0,1,0,0,1,9625000.0
velachery,1600,0,3,0,0,0,1,0,0,0,1,0,0,1,4920000.0
velachery,1100,0,2,0,0,0,1,0,0,0,1,0,0,1,3675000.0
saidapet,615,0,2,0,0,0,1,0,0,0,1,0,0,1,3675000.0
medavakkam,750,0,2,0,0,0,1,0,0,0,1,0,0,1,6125000.0
medavakkam,755,0,2,0,0,0,1,0,0,0,1,0,0,1,5330000.0
perumbakkam,1263,0,3,0,0,0,1,0,0,0,1,0,0,1,4214000.0
perumbakkam,1099,0,3,0,0,0,1,0,0,0,1,0,0,1,3854999.0
perumbakkam,869,0,2,0,0,0,1,0,0,0,1,0,0,1,5854000.0
perumbakkam,795,0,2,0,0,0,1,0,0,0,1,0,0,1,2570000.0
madambakkam,1140,0,3,0,0,0,1,0,0,0,1,0,0,1,6018000.0
perumbakkam,530,0,1,0,0,0,1,0,0,0,1,0,0,1,5999000.0
madambakkam,1180,0,3,0,0,0,1,0,0,0,1,0,0,1,4299000.0
madambakkam,1180,0,3,0,0,0,1,0,0,0,1,0,0,1,3245000.0
kovur,1108,0,2,0,0,0,1,0,0,0,1,0,0,1,2867000.0
kovur,824,0,2,0,0,0,1,0,0,0,1,0,0,1,3045000.0
kovur,721,0,2,0,0,0,1,0,0,0,1,0,0,1,3247999.0
kovur,769,0,2,0,0,0,1,0,0,0,1,0,0,1,8084000.0
kovur,824,0,2,0,0,0,1,0,0,0,1,0,0,1,2605000.0
porur,1304,0,2,0,0,0,1,0,0,0,1,0,0,1,2605000.0
kattupakkam,521,0,1,0,0,0,1,0,0,0,1,0,0,1,2495000.0
kattupakkam,521,0,1,0,0,0,1,0,0,0,1,0,0,1,4564000.0
kattupakkam,499,0,1,0,0,0,1,0,0,0,1,0,0,1,6100000.0
mogappair,815,0,2,0,0,0,1,0,0,0,1,0,0,1,6363000.0
maduravoyal,1019,0,2,0,0,0,1,0,0,0,1,0,0,1,3750000.0
maduravoyal,1010,0,2,0,0,0,1,0,0,0,1,0,0,1,3267000.0
thoraipakkam,670,0,1,0,0,0,1,0,0,0,1,0,0,1,2573000.0
kattankulathur,989,0,2,0,0,0,1,0,0,0,1,0,0,1,12100000.0
guduvancheri,780,0,2,0,0,0,1,0,0,0,1,0,0,1,5712000.0
palavakkam,1600,0,3,0,0,0,1,0,0,0,1,0,0,1,4163000.0
thoraipakkam,1020,0,2,0,0,0,1,0,0,0,1,0,0,1,3250000.0
maraimalai nagar,1225,0,3,0,0,0,1,0,0,0,1,0,0,1,4250000.0
maraimalai nagar,985,0,2,0,0,0,1,0,0,0,1,0,0,1,7000000.0
porur,850,0,2,0,0,0,1,0,0,0,1,0,0,1,10500000.0
maduravoyal,1400,0,3,0,0,0,1,0,0,0,1,0,0,1,9000000.0
vettuvankani,1600,0,3,0,0,0,1,0,0,0,1,0,0,1,28200000.0
palavakkam,1200,0,3,0,0,0,1,0,0,0,1,0,0,1,31100000.0
nungambakkam,1885,1,3,0,0,0,1,0,0,0,1,0,0,1,4900000.0
adyar,1500,0,3,0,0,0,1,0,0,0,1,0,0,1,36000000.0
porur,876,0,2,0,0,0,1,0,0,0,1,0,0,1,36000000.0
raja annamalai puram,2777,0,3,0,0,0,1,0,0,0,1,0,0,1,36000000.0
raja annamalai puram,2777,0,3,0,0,0,1,0,0,0,1,0,0,1,3752000.0
alwarpet,2777,0,3,0,0,0,1,0,0,0,1,0,0,1,4564000.0
thoraipakkam,670,0,1,0,0,0,1,0,0,0,1,0,0,1,38600000.0
maduravoyal,815,0,2,0,0,0,1,0,0,0,1,0,0,1,28300000.0
nungambakkam,2652,0,4,0,0,0,1,0,0,0,1,0,0,1,11200000.0
nungambakkam,1885,0,3,0,0,0,1,0,0,0,1,0,0,1,12600000.0
kottivakkam,1600,0,3,0,0,0,1,0,0,0,1,0,0,1,6200000.0
kottivakkam,1800,0,3,0,0,0,1,0,0,0,1,0,0,1,3180000.0
maduravoyal,1019,0,2,0,0,0,1,0,0,0,1,0,0,1,4272000.0
maraimalai nagar,966,0,2,0,0,0,1,0,0,0,1,0,0,1,4299000.0
medavakkam,890,0,2,0,0,0,1,0,0,0,1,0,0,1,3650000.0
kovilambakkam,920,0,2,0,0,0,1,0,0,0,1,0,0,1,4237000.0
vellakkal,745,0,2,0,0,0,1,0,0,0,1,0,0,1,4953000.0
medavakkam,800,0,2,0,0,0,1,0,0,0,1,0,0,1,4953000.0
nanmangalam,1032,0,2,0,0,0,1,0,0,0,1,0,0,1,4432000.0
nanmangalam,1032,0,2,0,0,0,1,0,0,0,1,0,0,1,4704000.0
sithalapakkam,1108,0,3,0,0,0,1,0,0,0,1,0,0,1,5690000.0
medavakkam,980,0,2,0,0,0,1,0,0,0,1,0,0,1,5690000.0
kil ayanambakkam,1211,0,3,0,0,0,1,0,0,0,1,0,0,1,5500000.0
kil ayanambakkam,1211,0,3,0,0,0,1,0,0,0,1,0,0,1,5088000.0
ponniammanmedu,960,1,2,0,0,0,1,0,0,0,1,0,0,1,5088000.0
medavakkam,1060,0,3,0,0,0,1,0,0,0,1,0,0,1,2500000.0
medavakkam,1060,0,3,0,0,0,1,0,0,0,1,0,0,1,4075000.0
selaiyur,523,0,1,0,0,0,1,0,0,0,1,0,0,1,5040000.0
medavakkam,849,0,2,0,0,0,1,0,0,0,1,0,0,1,4372000.0
kovilambakkam,1050,0,3,0,0,0,1,0,0,0,1,0,0,1,4705000.0
nanmangalam,911,0,2,0,0,0,1,0,0,0,1,0,0,1,3270000.0
ambattur,886,0,2,0,0,0,1,0,0,0,1,0,0,1,7108000.0
pammal,711,0,2,0,0,0,1,0,0,0,1,0,0,1,4705000.0
kanathur reddikuppam,1481,0,3,0,0,0,1,0,0,0,1,0,0,1,4300000.0
ambattur,886,0,2,0,0,0,1,0,0,0,1,0,0,1,5550000.0
pozhichalur,1000,0,2,0,0,0,1,0,0,0,1,0,0,1,5775000.0
velachery,960,1,2,0,0,0,1,0,0,0,1,0,0,1,6286000.0
porur,808,0,2,0,0,0,1,0,0,0,1,0,0,1,5775000.0
porur,882,0,2,0,0,0,1,0,0,0,1,0,0,1,3808000.0
porur,808,0,2,0,0,0,1,0,0,0,1,0,0,1,6286000.0
porur,523,0,1,0,0,0,1,0,0,0,1,0,0,1,6286000.0
porur,882,0,2,0,0,0,1,0,0,0,1,0,0,1,5940000.0
porur,882,0,2,0,0,0,1,0,0,0,1,0,0,1,5460000.0
chromepet,990,0,2,0,0,0,1,0,0,0,1,0,0,1,5104000.0
chromepet,910,0,2,0,0,0,1,0,0,0,1,0,0,1,7320000.0
chromepet,880,0,2,0,0,0,1,0,0,0,1,0,0,1,3159000.0
chromepet,1220,0,3,0,0,0,1,0,0,0,1,0,0,1,5600000.0
anakaputhur,880,0,2,0,0,0,1,0,0,0,1,0,0,1,6600000.0
ambattur,1185,0,3,0,0,0,1,0,0,0,1,0,0,1,5160000.0
chromepet,1100,0,3,0,0,0,1,0,0,0,1,0,0,1,4240000.0
chromepet,860,0,2,0,0,0,1,0,0,0,1,0,0,1,4083000.0
selaiyur,833,0,2,0,0,0,1,0,0,0,1,0,0,1,2070000.0
selaiyur,780,0,2,0,0,0,1,0,0,0,1,0,0,1,2840000.0
pammal,450,0,1,0,0,0,1,0,0,0,1,0,0,1,2840000.0
kundrathur,789,0,2,0,0,0,1,0,0,0,1,0,0,1,6512000.0
kundrathur,789,0,2,0,0,0,1,0,0,0,1,0,0,1,6099000.0
madambakkam,1371,0,3,0,0,0,1,0,0,0,1,0,0,1,3800000.0
madambakkam,1263,0,3,0,0,0,1,0,0,0,1,0,0,1,5424000.0
kundrathur,1168,0,3,0,0,0,1,0,0,0,1,0,0,1,5050000.0
madambakkam,1142,0,2,0,0,0,1,0,0,0,1,0,0,1,6900000.0
madambakkam,1000,0,2,0,0,0,1,0,0,0,1,0,0,1,6255000.0
pallavaram,1453,0,3,0,0,0,1,0,0,0,1,0,0,1,5846000.0
ayapakkam,1331,0,3,0,0,0,1,0,0,0,1,0,0,1,5705000.0
ayapakkam,1244,0,3,0,0,0,1,0,0,0,1,0,0,1,5691000.0
ayapakkam,1214,0,3,0,0,0,1,0,0,0,1,0,0,1,5597000.0
ayapakkam,1211,0,3,0,0,0,1,0,0,0,1,0,0,1,5500000.0
ayapakkam,1191,0,3,0,0,0,1,0,0,0,1,0,0,1,2707000.0
ambattur,1183,0,3,0,0,0,1,0,0,0,1,0,0,1,2707000.0
pammal,752,0,2,0,0,0,1,0,0,0,1,0,0,1,7113000.0
pammal,752,0,2,0,0,0,1,0,0,0,1,0,0,1,2930000.0
kolathur,1355,0,2,0,0,0,1,0,0,0,1,0,0,1,6698999.0
pammal,637,0,2,0,0,0,1,0,0,0,1,0,0,1,5200000.0
kolathur,1276,0,2,0,0,0,1,0,0,0,1,0,0,1,46100000.0
pozhichalur,1200,0,3,0,0,0,1,0,0,0,1,0,0,1,4000000.0
egmore,2882,0,3,0,0,0,1,0,0,0,1,0,0,1,3400000.0
madambakkam,912,0,2,0,0,0,1,0,0,0,1,0,0,1,6344000.0
selaiyur,627,0,1,0,0,0,1,0,0,0,1,0,0,1,4794000.0
sunnambu kolathur,1220,0,3,0,0,0,1,0,0,0,1,0,0,1,14200000.0
sunnambu kolathur,922,0,2,0,0,0,1,0,0,0,1,0,0,1,3159000.0
sunnambu kolathur,560,0,1,0,0,0,1,0,0,0,1,0,0,1,3159000.0
velachery,1801,0,3,0,0,0,1,0,0,0,1,0,0,1,2240000.0
anakaputhur,854,0,2,0,0,0,1,0,0,0,1,0,0,1,4165000.0
anakaputhur,854,0,2,0,0,0,1,0,0,0,1,0,0,1,16900000.0
pozhichalur,560,0,2,0,0,0,1,0,0,0,1,0,0,1,80300000.0
pozhichalur,850,0,3,0,0,0,1,0,0,0,1,0,0,1,80300000.0
kolathur,3234,0,4,0,0,0,1,0,0,0,1,0,0,1,13700000.0
nungambakkam,3826,0,5,0,0,0,1,0,0,0,1,0,0,1,96900000.0
thoraipakkam,1720,0,3,0,0,0,1,0,0,0,1,0,0,1,14100000.0
nungambakkam,3800,0,4,0,0,0,1,0,0,0,1,0,0,1,9741000.0
nungambakkam,3800,0,4,0,0,0,1,0,0,0,1,0,0,1,35500000.0
sholinganallur,1889,0,3,0,0,0,1,0,0,0,1,0,0,1,34800000.0
perungudi,1584,0,3,0,0,0,1,0,0,0,1,0,0,1,4564000.0
sholinganallur,4736,0,4,0,0,0,1,0,0,0,1,0,0,1,4564000.0
sholinganallur,4643,0,4,0,0,0,1,0,0,0,1,0,0,1,8400000.0
vanagaram,815,0,2,0,0,0,1,0,0,0,1,0,0,1,8400000.0
vanagaram,815,0,2,0,0,0,1,0,0,0,1,0,0,1,13700000.0
porur,1529,0,3,0,0,0,1,0,0,0,1,0,0,1,16700000.0
maduravoyal,1529,0,3,0,0,0,1,0,0,0,1,0,0,1,51600000.0
thoraipakkam,1720,0,3,0,0,0,1,0,0,0,1,0,0,1,35500000.0
sholinganallur,2229,0,3,0,0,0,1,0,0,0,1,0,0,1,8474000.0
alwarpet,2348,0,3,0,0,0,1,0,0,0,1,0,0,1,13700000.0
sholinganallur,4736,0,4,0,0,0,1,0,0,0,1,0,0,1,3200000.0
ayanambakkam,1599,0,3,0,0,0,1,0,0,0,1,0,0,1,4000000.0
thoraipakkam,1720,0,3,0,0,0,1,0,0,0,1,0,0,1,8400000.0
perungalathur,832,1,2,0,0,0,1,0,0,0,1,0,0,1,4978000.0
selaiyur,980,1,2,0,0,0,1,0,0,0,1,0,0,1,9246000.0
maduravoyal,1529,0,3,0,0,0,1,0,0,0,1,0,0,1,8056999.0
ambattur,889,0,3,0,0,0,1,0,0,0,1,0,0,1,7678000.0
porur,1745,0,3,0,0,0,1,0,0,0,1,0,0,1,8798000.0
manapakkam,1465,0,3,0,0,0,1,0,0,0,1,0,0,1,3500000.0
madipakkam,1396,0,3,0,0,0,1,0,0,0,1,0,0,1,6344000.0
mogappair,1375,0,3,0,0,0,1,0,0,0,1,0,0,1,4794000.0
perumbakkam,855,0,2,0,0,0,1,0,0,0,1,0,0,1,2912000.0
sunnambu kolathur,1220,0,3,0,0,0,1,0,0,0,1,0,0,1,14100000.0
sunnambu kolathur,922,0,2,0,0,0,1,0,0,0,1,0,0,1,8084000.0
sunnambu kolathur,560,0,1,0,0,0,1,0,0,0,1,0,0,1,13700000.0
sholinganallur,1889,0,3,0,0,0,1,0,0,0,1,0,0,1,7113000.0
porur,1304,0,3,0,0,0,1,0,0,0,1,0,0,1,20200000.0
thoraipakkam,1720,0,3,0,0,0,1,0,0,0,1,0,0,1,7113000.0
velappanchavadi,1395,0,3,0,0,0,1,0,0,0,1,0,0,1,8145000.0
egmore,1263,0,3,0,0,0,1,0,0,0,1,0,0,1,7113000.0
velappanchavadi,1395,0,3,0,0,0,1,0,0,0,1,0,0,1,21100000.0
porur,1086,0,2,0,0,0,1,0,0,0,1,0,0,1,6344000.0
velappanchavadi,1395,0,3,0,0,0,1,0,0,0,1,0,0,1,5100000.0
anna nagar,1565,0,3,0,0,0,1,0,0,0,1,0,0,1,4579000.0
ayanambakkam,1197,0,2,0,0,0,1,0,0,0,1,0,0,1,2800000.0
selaiyur,956,0,2,0,0,0,1,0,0,0,1,0,0,1,7358000.0
selaiyur,864,0,2,0,0,0,1,0,0,0,1,0,0,1,3311999.0
selaiyur,521,0,1,0,0,0,1,0,0,0,1,0,0,1,10400000.0
poonamallee,1189,0,3,0,0,0,1,0,0,0,1,0,0,1,8145000.0
poonamallee,532,0,1,0,0,0,1,0,0,0,1,0,0,1,61100000.0
royapuram,1165,0,2,0,0,0,1,0,0,0,1,0,0,1,6360000.0
porur,1086,0,2,0,0,0,1,0,0,0,1,0,0,1,8478000.0
alwarpet,2781,0,4,0,0,0,1,0,0,0,1,0,0,1,7367000.0
madhavaram,1339,0,2,0,0,0,1,0,0,0,1,0,0,1,9557000.0
madhavaram,1785,0,3,0,0,0,1,0,0,0,1,0,0,1,6698999.0
perungudi,1198,0,2,0,0,0,1,0,0,0,1,0,0,1,7375000.0
perungudi,1554,0,3,0,0,0,1,0,0,0,1,0,0,1,3350000.0
kolathur,1276,0,2,0,0,0,1,0,0,0,1,0,0,1,3500000.0
kattupakkam,1172,0,3,0,0,0,1,0,0,0,1,0,0,1,5300000.0
kattupakkam,551,0,1,0,0,0,1,0,0,0,1,0,0,1,6500000.0
porur,522,0,1,0,0,0,1,0,0,0,1,0,0,1,3700000.0
selaiyur,1060,0,3,0,0,0,1,0,0,0,1,0,0,1,4000000.0
guduvancheri,1600,1,2,0,0,0,1,0,0,0,1,0,0,1,5951000.0
selaiyur,739,0,2,0,0,0,1,0,0,0,1,0,0,1,2455000.0
perumbakkam,790,0,2,0,0,0,1,0,0,0,1,0,0,1,7104000.0
madhavaram,1253,0,2,0,0,0,1,0,0,0,1,0,0,1,8740000.0
selaiyur,491,0,1,0,0,0,1,0,0,0,1,0,0,1,24600000.0
kanathur reddikuppam,1480,0,2,0,0,0,1,0,0,0,1,0,0,1,54500000.0
kanathur reddikuppam,1821,0,3,0,0,0,1,0,0,0,1,0,0,1,6716000.0
thiruvanmiyur,1975,0,3,0,0,0,1,0,0,0,1,0,0,1,6739000.0
nungambakkam,2599,0,3,0,0,0,1,0,0,0,1,0,0,1,13899999.0
velappanchavadi,1414,0,3,0,0,0,1,0,0,0,1,0,0,1,7386000.0
ambattur,1498,0,3,0,0,0,1,0,0,0,1,0,0,1,8145000.0
